alias,latitude,longitude,time_window_start,time_window_end,service_time,pieces,weight(Kg),volume(m^3),skills
Customer 1276,26.331732,-80.220239,420,960,15,15,51,53,cargo
Customer 1277,27.503742,-82.452504,420,960,15,15,27,53,cargo
Customer 1278,26.397018,-80.215335,420,960,15,22,48,53,cargo
Customer 1279,25.670008,-80.37814,375,960,15,4,47,53,cargo
Customer 1280,26.477381,-80.088361,420,960,15,21,127,53,cargo
Customer 1281,26.123163,-80.392931,420,960,15,9,185,53,cargo
Customer 1282,26.752936,-80.073061,420,960,15,15,145,53,cargo
Customer 1283,28.213482,-81.550836,390,960,15,2,143,53,cargo
Customer 1284,26.135691,-80.184173,570,960,15,20,39,53,cargo
Customer 1285,28.289242,-81.591308,420,960,15,14,226,53,cargo
Customer 1286,28.359554,-81.544476,420,960,15,9,248,53,cargo
Customer 1287,26.498195,-80.187712,420,960,15,8,146,53,cargo
Customer 1288,26.197215,-80.220685,420,960,15,17,105,53,cargo
Customer 1289,28.901063,-81.266745,420,960,15,14,247,53,cargo
Customer 1290,28.38398,-81.356656,435,960,15,11,41,53,cargo
Customer 1291,28.465753,-81.468435,420,960,15,18,162,53,cargo
Customer 1292,25.963166,-80.144218,360,960,15,13,132,53,cargo
Customer 1293,25.633398,-80.289676,420,960,15,7,196,53,cargo
Customer 1294,26.248677,-80.086028,420,960,15,13,224,53,cargo
Customer 1295,26.120728,-80.148026,420,960,15,2,175,53,cargo
Customer 1296,26.151125,-81.715246,420,960,15,10,173,53,cargo
Customer 1297,25.955798,-80.138334,420,960,15,20,163,53,cargo
Customer 1298,26.16197,-80.315133,420,960,15,17,234,53,cargo
Customer 1299,28.003019,-82.448359,420,960,15,11,176,53,cargo
Customer 1300,28.516459,-81.256543,420,960,15,12,79,53,cargo
Customer 1301,26.011233,-80.209349,420,960,15,20,85,53,cargo
Customer 1302,25.97027,-80.150512,600,960,15,7,133,53,cargo
Customer 1303,28.777794,-81.300783,375,960,15,3,24,53,cargo
Customer 1304,28.353839,-81.542098,420,960,15,2,131,53,cargo
Customer 1305,26.344429,-80.166103,360,960,15,14,31,53,cargo
Customer 1306,26.631608,-80.147807,420,960,15,21,70,53,cargo
Customer 1307,28.46139,-81.464717,420,960,15,15,229,53,cargo
Customer 1308,26.5055,-81.897796,375,960,15,11,139,53,cargo
Customer 1309,26.498195,-80.187712,390,960,15,12,155,53,cargo
Customer 1310,26.241351,-80.242111,540,960,15,2,35,53,cargo
Customer 1311,26.358537,-80.236369,600,960,15,21,199,53,cargo
Customer 1312,25.866441,-80.240178,420,960,15,19,35,53,cargo
Customer 1313,28.289242,-81.591308,420,960,15,14,191,53,cargo
Customer 1314,26.16197,-80.315133,420,960,15,20,235,53,cargo
Customer 1315,26.03387,-80.234523,420,960,15,6,177,53,cargo
Customer 1316,26.477381,-80.088361,360,960,15,3,121,53,cargo
Customer 1317,27.410545,-82.480029,420,960,15,6,192,53,cargo
Customer 1318,25.884289,-80.126195,420,960,15,15,201,53,cargo
Customer 1319,25.742289,-80.281296,420,960,15,10,176,53,cargo
Customer 1320,26.309164,-80.130197,420,960,15,7,144,53,cargo
Customer 1321,28.462835,-81.466501,420,960,15,21,188,53,cargo
Customer 1322,27.941493,-82.509434,405,960,15,6,55,53,cargo
Customer 1323,28.225436,-81.314275,600,960,15,17,121,53,cargo
Customer 1324,27.838338,-82.709447,420,960,15,20,154,53,cargo
Customer 1325,26.103739,-80.379513,480,960,15,6,100,53,cargo
Customer 1326,26.145884,-81.754345,360,960,15,17,121,53,cargo
Customer 1327,26.065883,-80.266871,390,960,15,4,183,53,cargo
Customer 1328,26.132156,-80.257984,420,960,15,4,236,53,cargo
Customer 1329,25.939924,-80.189533,420,960,15,20,219,53,cargo
Customer 1330,28.261174,-81.644044,420,960,15,16,224,53,cargo
Customer 1331,28.213482,-81.550836,420,960,15,12,90,53,cargo
Customer 1332,25.744734,-80.222589,420,960,15,2,196,53,cargo
Customer 1333,28.130213,-81.509683,600,960,15,2,135,53,cargo
Customer 1334,25.877212,-80.348066,600,960,15,14,50,53,cargo
Customer 1335,26.255902,-80.286781,420,960,15,4,120,53,cargo
Customer 1336,28.234327,-81.601632,360,960,15,22,73,53,cargo
Customer 1337,26.878073,-80.114594,420,960,15,3,67,53,cargo
Customer 1338,25.997885,-80.181781,600,960,15,5,91,53,cargo
Customer 1339,25.96203,-80.162965,405,960,15,19,51,53,cargo
Customer 1340,25.951104,-80.140634,360,960,15,14,164,53,cargo
Customer 1341,28.040458,-81.510131,420,960,15,16,157,53,cargo
Customer 1342,25.935532,-80.181712,600,960,15,15,206,53,cargo
Customer 1343,26.477321,-80.088427,390,960,15,7,79,53,cargo
Customer 1344,26.119884,-80.35301,420,960,15,15,206,53,cargo
Customer 1345,25.824726,-80.190428,420,960,15,18,152,53,cargo
Customer 1346,26.473815,-80.07766,390,960,15,20,130,53,cargo
Customer 1347,25.964979,-80.182849,420,960,15,21,94,53,cargo
Customer 1348,25.885176,-80.1224,420,960,15,10,53,53,cargo
Customer 1349,25.633398,-80.289676,600,960,15,12,32,53,cargo
Customer 1350,26.200611,-80.270211,420,960,15,14,28,53,cargo
Customer 1351,26.549186,-80.06642,420,960,15,17,44,53,cargo
Customer 1352,26.079891,-80.286907,600,960,15,3,250,53,cargo
Customer 1353,25.810493,-80.186403,600,960,15,13,50,53,cargo
Customer 1354,29.012828,-81.372937,420,960,15,12,193,53,cargo
Customer 1355,28.332135,-81.476556,420,960,15,12,205,53,cargo
Customer 1356,27.870875,-81.547912,600,960,15,16,55,53,cargo
Customer 1357,26.401926,-81.805953,405,960,15,21,46,53,cargo
Customer 1358,26.227873,-80.249424,360,960,15,12,150,53,cargo
Customer 1359,25.785732,-80.143667,600,960,15,4,150,53,cargo
Customer 1360,25.722653,-80.354347,420,960,15,4,138,53,cargo
Customer 1361,25.791407,-80.194262,390,960,15,4,119,53,cargo
Customer 1362,26.428413,-80.175234,600,960,15,21,116,53,cargo
Customer 1363,26.03593,-80.192916,420,960,15,11,87,53,cargo
Customer 1364,25.831675,-80.366316,600,960,15,16,232,53,cargo
Customer 1365,25.752297,-80.259219,480,960,15,21,37,53,cargo
Customer 1366,28.130213,-81.509683,420,960,15,8,202,53,cargo
Customer 1367,28.408703,-81.451576,360,960,15,5,78,53,cargo
Customer 1368,25.861134,-80.172411,390,960,15,3,96,53,cargo
Customer 1369,28.190723,-81.149184,600,960,15,16,232,53,cargo
Customer 1370,28.635174,-81.445215,600,960,15,15,182,53,cargo
Customer 1371,27.81635,-82.744564,600,960,15,10,121,53,cargo
Customer 1372,28.34496,-81.439392,420,960,15,13,43,53,cargo
Customer 1373,26.792049,-80.316457,420,960,15,18,158,53,cargo
Customer 1374,26.15789,-81.743013,405,960,15,13,237,53,cargo
Customer 1375,28.336091,-81.530853,360,960,15,2,27,53,cargo
Customer 1376,26.74055,-80.121222,600,960,15,22,251,53,cargo
Customer 1377,26.03593,-80.192916,360,960,15,22,70,53,cargo
Customer 1378,28.261174,-81.644044,600,960,15,18,206,53,cargo
Customer 1379,26.573374,-81.938181,390,960,15,7,99,53,cargo
Customer 1380,26.046147,-80.185749,420,960,15,20,70,53,cargo
Customer 1381,28.336241,-81.533361,600,960,15,2,62,53,cargo
Customer 1382,26.445271,-80.131475,420,960,15,10,134,53,cargo
Customer 1383,25.963941,-80.367873,420,960,15,2,100,53,cargo
Customer 1384,25.860543,-80.120165,420,960,15,15,44,53,cargo
Customer 1385,26.743721,-80.11687,540,960,15,7,172,53,cargo
Customer 1386,26.167029,-80.11777,600,960,15,9,223,53,cargo
Customer 1387,26.747514,-81.368057,360,960,15,22,133,53,cargo
Customer 1388,26.129381,-80.328426,420,960,15,3,147,53,cargo
Customer 1389,26.217535,-80.183604,600,960,15,20,138,53,cargo
Customer 1390,26.498114,-80.185859,420,960,15,16,234,53,cargo
Customer 1391,26.167029,-80.11777,420,960,15,16,53,53,cargo
Customer 1392,25.783545,-80.329144,600,960,15,18,60,53,cargo
Customer 1393,28.334798,-81.646926,420,960,15,20,239,53,cargo
Customer 1394,28.367703,-81.50424,375,960,15,22,202,53,cargo
Customer 1395,26.585295,-81.791473,420,960,15,16,254,53,cargo
Customer 1396,25.962595,-80.164436,420,960,15,17,45,53,cargo
Customer 1397,26.041677,-80.16996,360,960,15,8,108,53,cargo
Customer 1398,28.38641,-81.536847,420,960,15,3,91,53,cargo
Customer 1399,26.596971,-81.810361,420,960,15,9,239,53,cargo
Customer 1400,28.465753,-81.468435,360,960,15,14,151,53,cargo
Customer 1401,27.005094,-82.066923,420,960,15,6,123,53,cargo
Customer 1402,26.119589,-80.294099,600,960,15,5,61,53,cargo
Customer 1403,26.42246,-80.10032,420,960,15,2,69,53,cargo
Customer 1404,30.183555,-81.728162,420,960,15,13,181,53,cargo
Customer 1405,28.289242,-81.591308,420,960,15,12,99,53,cargo
Customer 1406,27.941493,-82.509434,405,960,15,20,167,53,cargo
Customer 1407,28.056617,-82.426844,360,960,15,21,60,53,cargo
Customer 1408,25.981,-80.178283,420,960,15,3,39,53,cargo
Customer 1409,26.048296,-80.138365,600,960,15,13,140,53,cargo
Customer 1410,26.699484,-80.052544,600,960,15,11,193,53,cargo
Customer 1411,26.392147,-80.215258,390,960,15,4,206,53,cargo
Customer 1412,26.200611,-80.270211,420,960,15,15,99,53,cargo
Customer 1413,26.477381,-80.088361,420,960,15,18,72,53,cargo
Customer 1414,26.47569,-80.126673,420,960,15,22,179,53,cargo
Customer 1415,28.670671,-81.199411,420,960,15,3,243,53,cargo
Customer 1416,26.178532,-80.224969,405,960,15,6,49,53,cargo
Customer 1417,26.283701,-80.134082,420,960,15,8,168,53,cargo
Customer 1418,26.423301,-80.188824,480,960,15,5,175,53,cargo
Customer 1419,26.566995,-80.120172,600,960,15,12,246,53,cargo
Customer 1420,25.9907,-80.117984,420,960,15,17,68,53,cargo
Customer 1421,28.39571,-81.23218,420,960,15,8,116,53,cargo
Customer 1422,28.304853,-81.21527,600,960,15,5,37,53,cargo
Customer 1423,26.172888,-80.102641,420,960,15,19,177,53,cargo
Customer 1424,25.889218,-80.127147,360,960,15,11,201,53,cargo
Customer 1425,29.241318,-81.014665,420,960,15,9,91,53,cargo
Customer 1426,26.606314,-82.013343,420,960,15,20,164,53,cargo
Customer 1427,26.688641,-80.154795,420,960,15,15,87,53,cargo
Customer 1428,25.967097,-80.137105,600,960,15,20,118,53,cargo
Customer 1429,26.725357,-80.14588,420,960,15,14,215,53,cargo
Customer 1430,26.477381,-80.088361,420,960,15,14,106,53,cargo
Customer 1431,26.233204,-80.283036,600,960,15,9,142,53,cargo
Customer 1432,27.794616,-82.265737,480,960,15,8,69,53,cargo
Customer 1433,26.325023,-80.114224,420,960,15,17,23,53,cargo
Customer 1434,26.952361,-80.085259,360,960,15,19,119,53,cargo
Customer 1435,25.806702,-80.126515,360,960,15,10,210,53,cargo
Customer 1436,26.191971,-80.19217,360,960,15,11,32,53,cargo
Customer 1437,28.34496,-81.439392,420,960,15,9,57,53,cargo
Customer 1438,28.309356,-81.446106,600,960,15,20,56,53,cargo
Customer 1439,28.377672,-81.523744,420,960,15,3,144,53,cargo
Customer 1440,25.775369,-80.262977,600,960,15,9,181,53,cargo
Customer 1441,26.445159,-80.203337,600,960,15,8,112,53,cargo
Customer 1442,28.620233,-81.277603,420,960,15,12,160,53,cargo
Customer 1443,25.822199,-80.13385,600,960,15,3,213,53,cargo
Customer 1444,25.785732,-80.143667,420,960,15,9,179,53,cargo
Customer 1445,26.613105,-81.85809,360,960,15,10,225,53,cargo
Customer 1446,26.915605,-80.152217,600,960,15,6,209,53,cargo
Customer 1447,26.172208,-80.238731,600,960,15,10,223,53,cargo
Customer 1448,26.445271,-80.131475,360,960,15,6,160,53,cargo
Customer 1449,28.45991,-81.46238,420,960,15,21,168,53,cargo
Customer 1450,25.861134,-80.172411,420,960,15,16,253,53,cargo
Customer 1451,28.355472,-81.45404,600,960,15,19,98,53,cargo
Customer 1452,26.484125,-81.797605,420,960,15,14,210,53,cargo
Customer 1453,26.010284,-80.129735,420,960,15,21,154,53,cargo
Customer 1454,26.42246,-80.10032,390,960,15,22,222,53,cargo
Customer 1455,26.477321,-80.088427,600,960,15,14,86,53,cargo
Customer 1456,28.289242,-81.591308,420,960,15,22,219,53,cargo
Customer 1457,26.066245,-80.375496,450,960,15,4,95,53,cargo
Customer 1458,26.603321,-80.099507,420,960,15,21,23,53,cargo
Customer 1459,26.479035,-81.783739,420,960,15,20,185,53,cargo
Customer 1460,26.477381,-80.088361,450,960,15,12,42,53,cargo
Customer 1461,25.954829,-80.179895,420,960,15,15,101,53,cargo
Customer 1462,26.048839,-80.291559,420,960,15,13,86,53,cargo
Customer 1463,28.355472,-81.45404,360,960,15,8,146,53,cargo
Customer 1464,28.513278,-81.464153,420,960,15,6,125,53,cargo
Customer 1465,25.889218,-80.127147,420,960,15,11,181,53,cargo
Customer 1466,28.289242,-81.591308,420,960,15,20,205,53,cargo
Customer 1467,26.283701,-80.134082,420,960,15,22,128,53,cargo
Customer 1468,28.465753,-81.468435,420,960,15,9,153,53,cargo
Customer 1469,26.03593,-80.192916,600,960,15,19,175,53,cargo
Customer 1470,26.359282,-80.232765,420,960,15,10,142,53,cargo
Customer 1471,26.477381,-80.088361,600,960,15,3,153,53,cargo
Customer 1472,26.129887,-80.12925,600,960,15,3,135,53,cargo
Customer 1473,26.77495,-81.740074,390,960,15,5,175,53,cargo
Customer 1474,26.253707,-81.692028,420,960,15,10,208,53,cargo
Customer 1475,26.190814,-80.127676,600,960,15,9,88,53,cargo
Customer 1476,26.141265,-80.113846,360,960,15,22,44,53,cargo
Customer 1477,28.354048,-81.625709,390,960,15,20,224,53,cargo
Customer 1478,26.251893,-80.239562,420,960,15,16,238,53,cargo
Customer 1479,26.337449,-80.212601,420,960,15,22,74,53,cargo
Customer 1480,26.310143,-80.27449,600,960,15,10,151,53,cargo
Customer 1481,26.698987,-81.724353,510,960,15,11,73,53,cargo
Customer 1482,25.97027,-80.150512,390,960,15,14,202,53,cargo
Customer 1483,30.463739,-84.326965,420,960,15,4,239,53,cargo
Customer 1484,28.453986,-81.471538,420,960,15,2,184,53,cargo
Customer 1485,26.031025,-81.695037,600,960,15,5,61,53,cargo
Customer 1486,26.613105,-81.85809,420,960,15,2,89,53,cargo
Customer 1487,26.127825,-80.307241,600,960,15,7,180,53,cargo
Customer 1488,26.162197,-80.302898,420,960,15,22,119,53,cargo
Customer 1489,26.064499,-80.325981,420,960,15,17,186,53,cargo
Customer 1490,25.81448,-80.133633,360,960,15,12,145,53,cargo
Customer 1491,26.298119,-80.294901,420,960,15,6,240,53,cargo
Customer 1492,26.628224,-80.063491,600,960,15,11,232,53,cargo
Customer 1493,25.950084,-80.140291,480,960,15,16,129,53,cargo
Customer 1494,26.094597,-80.35142,420,960,15,11,43,53,cargo
Customer 1495,26.094597,-80.35142,420,960,15,14,60,53,cargo
Customer 1496,26.094597,-80.35142,420,960,15,20,182,53,cargo
Customer 1497,28.465753,-81.468435,375,960,15,4,52,53,cargo
Customer 1498,28.336241,-81.533361,600,960,15,16,94,53,cargo
Customer 1499,28.439107,-81.472096,780,960,15,16,144,53,cargo
Customer 1500,28.466743,-81.470637,600,960,15,20,28,53,cargo
Customer 1501,28.495535,-81.455235,600,960,15,22,55,53,cargo
Customer 1502,25.767365,-80.190741,540,960,15,21,219,53,cargo
Customer 1503,26.672533,-80.204652,600,960,15,5,98,53,cargo
Customer 1504,30.278885,-81.630779,420,960,15,10,211,53,cargo
Customer 1505,26.148972,-80.29946,420,960,15,21,76,53,cargo
Customer 1506,26.596971,-81.810361,600,960,15,14,172,53,cargo
Customer 1507,25.954796,-80.124451,600,960,15,10,121,53,cargo
Customer 1508,26.132383,-80.137873,360,960,15,18,235,53,cargo
Customer 1509,26.515429,-81.910879,420,960,15,22,109,53,cargo
Customer 1510,26.12975,-80.32432,360,960,15,21,157,53,cargo
Customer 1511,25.783545,-80.329144,600,960,15,6,211,53,cargo
Customer 1512,28.269551,-80.741075,420,960,15,19,252,53,cargo
Customer 1513,25.768086,-80.219765,420,960,15,17,110,53,cargo
Customer 1514,25.985945,-80.326528,420,960,15,4,90,53,cargo
Customer 1515,26.306336,-80.109807,360,960,15,21,139,53,cargo
Customer 1516,28.09629,-81.687736,480,960,15,11,90,53,cargo
Customer 1517,26.040505,-80.312235,600,960,15,10,89,53,cargo
Customer 1518,26.352628,-80.081131,600,960,15,8,112,53,cargo
Customer 1519,28.261174,-81.644044,600,960,15,15,81,53,cargo
Customer 1520,26.631608,-80.147807,420,960,15,9,89,53,cargo
Customer 1521,30.315433,-81.604461,420,960,15,15,238,53,cargo
Customer 1522,26.283701,-80.134082,420,960,15,22,155,53,cargo
Customer 1523,28.462835,-81.466501,420,960,15,21,104,53,cargo
Customer 1524,26.678925,-80.134374,420,960,15,19,170,53,cargo
Customer 1525,26.842937,-80.122488,420,960,15,12,130,53,cargo
Customer 1526,28.311938,-81.649543,360,960,15,21,129,53,cargo
Customer 1527,28.225436,-81.314275,420,960,15,13,79,53,cargo
Customer 1528,26.129887,-80.12925,450,960,15,13,150,53,cargo
Customer 1529,26.519196,-80.137214,420,960,15,10,236,53,cargo
Customer 1530,28.399283,-81.40944,420,960,15,21,253,53,cargo
Customer 1531,26.028818,-80.205416,420,960,15,13,252,53,cargo
Customer 1532,26.164738,-81.779706,360,960,15,13,233,53,cargo
Customer 1533,26.347629,-80.213316,360,960,15,6,231,53,cargo
Customer 1534,28.377672,-81.523744,420,960,15,17,113,53,cargo
Customer 1535,26.105025,-80.167185,375,960,15,19,252,53,cargo
Customer 1536,28.332417,-81.491984,360,960,15,4,189,53,cargo
Customer 1537,26.74055,-80.121222,420,960,15,5,70,53,cargo
Customer 1538,28.45991,-81.46238,420,960,15,3,210,53,cargo
Customer 1539,28.261174,-81.644044,390,960,15,20,184,53,cargo
Customer 1540,26.283701,-80.134082,420,960,15,2,173,53,cargo
Customer 1541,28.375608,-81.535802,420,960,15,7,134,53,cargo
Customer 1542,28.418572,-81.653675,420,960,15,21,163,53,cargo
Customer 1543,25.938593,-80.137673,420,960,15,16,151,53,cargo
Customer 1544,28.481248,-81.333603,420,960,15,2,215,53,cargo
Customer 1545,26.346881,-80.085164,420,960,15,17,64,53,cargo
Customer 1546,28.45991,-81.46238,420,960,15,11,209,53,cargo
Customer 1547,26.017255,-80.397831,420,960,15,18,40,53,cargo
Customer 1548,28.405453,-81.582948,420,960,15,22,222,53,cargo
Customer 1549,25.806107,-80.35876,420,960,15,7,189,53,cargo
Customer 1550,25.943962,-80.139519,420,960,15,8,167,53,cargo
Customer 1551,29.807994,-82.36695,420,960,15,2,62,53,cargo
Customer 1552,26.477321,-80.088427,405,960,15,6,64,53,cargo
Customer 1553,26.600635,-80.175419,420,960,15,19,85,53,cargo
Customer 1554,25.992447,-80.220389,390,960,15,5,186,53,cargo
Customer 1555,26.309718,-80.147238,420,960,15,18,118,53,cargo
Customer 1556,26.603321,-80.099507,420,960,15,9,205,53,cargo
Customer 1557,28.457312,-81.61751,420,960,15,3,68,53,cargo
Customer 1558,25.617182,-80.342535,420,960,15,19,47,53,cargo
Customer 1559,26.064217,-80.257875,450,960,15,15,86,53,cargo
Customer 1560,28.3679,-81.269497,420,960,15,17,204,53,cargo
Customer 1561,26.145884,-81.754345,405,960,15,11,238,53,cargo
Customer 1562,26.692628,-81.848819,420,960,15,7,23,53,cargo
Customer 1563,27.782195,-82.365168,420,960,15,9,129,53,cargo
Customer 1564,28.377672,-81.523744,510,960,15,18,96,53,cargo
Customer 1565,26.135691,-80.184173,375,960,15,21,65,53,cargo
Customer 1566,26.317661,-80.134087,420,960,15,4,222,53,cargo
Customer 1567,25.94646,-80.139897,405,960,15,20,109,53,cargo
Customer 1568,26.915605,-80.152217,420,960,15,6,207,53,cargo
Customer 1569,28.506518,-81.821795,360,960,15,12,133,53,cargo
Customer 1570,25.782103,-80.210911,360,960,15,3,189,53,cargo
Customer 1571,28.413305,-81.400726,375,960,15,4,224,53,cargo
Customer 1572,26.272951,-80.137699,420,960,15,8,184,53,cargo
Customer 1573,25.798776,-80.146499,360,960,15,17,248,53,cargo
Customer 1574,25.752179,-80.254949,420,960,15,4,133,53,cargo
Customer 1575,28.415764,-81.574646,540,960,15,2,148,53,cargo
Customer 1576,26.752936,-80.073061,420,960,15,2,169,53,cargo
Customer 1577,25.805016,-80.185768,540,960,15,7,249,53,cargo
Customer 1578,25.767095,-80.190044,600,960,15,17,129,53,cargo
Customer 1579,25.97027,-80.150512,600,960,15,12,249,53,cargo
Customer 1580,26.325023,-80.114224,600,960,15,19,229,53,cargo
Customer 1581,26.444003,-80.12713,510,960,15,19,44,53,cargo
Customer 1582,28.377672,-81.523744,420,960,15,2,210,53,cargo
Customer 1583,28.514361,-81.581672,480,960,15,3,30,53,cargo
Customer 1584,28.289242,-81.591308,420,960,15,6,193,53,cargo
Customer 1585,28.463655,-81.473394,600,960,15,13,202,53,cargo
Customer 1586,26.184186,-81.705632,420,960,15,14,81,53,cargo
Customer 1587,26.688641,-80.154795,540,960,15,18,153,53,cargo
Customer 1588,26.546273,-81.967921,700,960,15,20,153,53,cargo
Customer 1589,26.77495,-81.740074,600,960,15,10,248,53,cargo
Customer 1590,28.297808,-81.46622,600,960,15,18,112,53,cargo
Customer 1591,26.153861,-80.249619,600,960,15,8,102,53,cargo
Customer 1592,26.121578,-80.24385,600,960,15,5,54,53,cargo
Customer 1593,25.617182,-80.342535,600,960,15,11,121,53,cargo
Customer 1594,26.952361,-80.085259,600,960,15,7,76,53,cargo
Customer 1595,26.298119,-80.294901,420,960,15,7,120,53,cargo
Customer 1596,26.576136,-81.98727,700,960,15,4,25,53,cargo
Customer 1597,25.740348,-80.434352,420,960,15,18,197,53,cargo
Customer 1598,28.400073,-80.617113,600,960,15,20,49,53,cargo
Customer 1599,27.979069,-81.653224,600,960,15,20,220,53,cargo
Customer 1600,26.283701,-80.134082,600,960,15,12,247,53,cargo
Customer 1601,25.996158,-80.174344,600,960,15,21,121,53,cargo
Customer 1602,26.151125,-81.715246,510,960,15,20,178,53,cargo
Customer 1603,26.127659,-80.396767,600,960,15,3,42,53,cargo
Customer 1604,26.473007,-80.070507,360,960,15,12,139,53,cargo
Customer 1605,26.477381,-80.088361,480,960,15,11,174,53,cargo
Customer 1606,26.167987,-80.23651,420,960,15,22,164,53,cargo
Customer 1607,26.473007,-80.070507,600,960,15,8,230,53,cargo
Customer 1608,26.477321,-80.088427,420,960,15,2,212,53,cargo
Customer 1609,26.477321,-80.088427,420,960,15,17,109,53,cargo
Customer 1610,28.552445,-81.265409,420,960,15,13,45,53,cargo
Customer 1611,28.680945,-81.308429,600,960,15,15,237,53,cargo
Customer 1612,26.502441,-81.947504,420,960,15,21,95,53,cargo
Customer 1613,26.688641,-80.154795,360,960,15,5,154,53,cargo
Customer 1614,28.461409,-81.468323,600,960,15,11,110,53,cargo
Customer 1615,26.569112,-82.016999,600,960,15,11,84,53,cargo
Customer 1616,25.969528,-80.138097,420,960,15,12,238,53,cargo
Customer 1617,28.01425,-81.765603,600,960,15,5,75,53,cargo
Customer 1618,26.458759,-80.061764,600,960,15,12,213,53,cargo
Customer 1619,28.538383,-81.378926,600,960,15,22,121,53,cargo
Customer 1620,26.116787,-80.372343,420,960,15,11,215,53,cargo
Customer 1621,26.251893,-80.239562,510,960,15,11,30,53,cargo
Customer 1622,26.606314,-82.013343,360,960,15,12,254,53,cargo
Customer 1623,26.251893,-80.239562,600,960,15,12,199,53,cargo
Customer 1624,26.358636,-80.232148,450,960,15,7,106,53,cargo
Customer 1625,26.169242,-81.714489,600,960,15,5,198,53,cargo
Customer 1626,25.889173,-80.122958,360,960,15,13,211,53,cargo
Customer 1627,26.014765,-80.241179,420,960,15,17,185,53,cargo
Customer 1628,25.803869,-80.207496,570,960,15,13,240,53,cargo
Customer 1629,26.360964,-80.189228,570,960,15,14,245,53,cargo
Customer 1630,25.866441,-80.240178,600,960,15,19,197,53,cargo
Customer 1631,26.280303,-80.111616,360,960,15,12,96,53,cargo
Customer 1632,28.287734,-81.591301,600,960,15,5,82,53,cargo
Customer 1633,28.336091,-81.530853,600,960,15,12,65,53,cargo
Customer 1634,26.498195,-80.187712,420,960,15,11,251,53,cargo
Customer 1635,26.609084,-81.742329,540,960,15,15,131,53,cargo
Customer 1636,28.332135,-81.476556,600,960,15,17,225,53,cargo
Customer 1637,28.336091,-81.530853,540,960,15,10,192,53,cargo
Customer 1638,28.457725,-81.557141,600,960,15,19,188,53,cargo
Customer 1639,28.480135,-81.459514,405,960,15,10,158,53,cargo
Customer 1640,28.367703,-81.50424,600,960,15,20,164,53,cargo
Customer 1641,26.714215,-81.979239,600,960,15,6,104,53,cargo
Customer 1642,25.670008,-80.37814,540,960,15,16,185,53,cargo
Customer 1643,26.494875,-80.054487,600,960,15,2,180,53,cargo
Customer 1644,25.816835,-80.121389,600,960,15,12,147,53,cargo
Customer 1645,28.463655,-81.473394,600,960,15,18,67,53,cargo
Customer 1646,26.484125,-81.797605,420,960,15,4,128,53,cargo
Customer 1647,26.348815,-80.163197,420,960,15,19,103,53,cargo
Customer 1648,26.405713,-80.100111,600,960,15,3,107,53,cargo
Customer 1649,28.225436,-81.314275,390,960,15,4,242,53,cargo
Customer 1650,26.037888,-80.298687,510,960,15,12,134,53,cargo
Customer 1651,25.752297,-80.259219,420,960,15,6,72,53,cargo
Customer 1652,26.307343,-80.111637,360,960,15,7,147,53,cargo
Customer 1653,28.213482,-81.550836,600,960,15,2,55,53,cargo
Customer 1654,26.120625,-81.755765,600,960,15,9,168,53,cargo
Customer 1655,26.530692,-81.925147,420,960,15,2,118,53,cargo
Customer 1656,28.387932,-81.497864,390,960,15,8,95,53,cargo
Customer 1657,28.003019,-82.448359,420,960,15,13,25,53,cargo
Customer 1658,28.45991,-81.46238,420,960,15,16,57,53,cargo
Customer 1659,25.889218,-80.127147,600,960,15,16,108,53,cargo
Customer 1660,26.03593,-80.192916,420,960,15,8,84,53,cargo
Customer 1661,28.311938,-81.649543,600,960,15,10,53,53,cargo
Customer 1662,28.355472,-81.45404,600,960,15,18,206,53,cargo
Customer 1663,26.151125,-81.715246,540,960,15,9,87,53,cargo
Customer 1664,25.767365,-80.190741,600,960,15,20,28,53,cargo
Customer 1665,28.464734,-81.512536,420,960,15,5,143,53,cargo
Customer 1666,26.121413,-80.203481,360,960,15,16,139,53,cargo
Customer 1667,26.477321,-80.088427,600,960,15,7,195,53,cargo
Customer 1668,25.9907,-80.117984,360,960,15,20,57,53,cargo
Customer 1669,25.822199,-80.13385,420,960,15,4,152,53,cargo
Customer 1670,26.337449,-80.212601,360,960,15,19,119,53,cargo
Customer 1671,26.467278,-80.111018,600,960,15,5,87,53,cargo
Customer 1672,25.885176,-80.1224,600,960,15,16,218,53,cargo
Customer 1673,27.821094,-82.245996,420,960,15,16,180,53,cargo
Customer 1674,28.12429,-82.561061,420,960,15,12,117,53,cargo
Customer 1675,26.356747,-80.121333,420,960,15,11,154,53,cargo
Customer 1676,28.601232,-81.165191,600,960,15,3,98,53,cargo
Customer 1677,25.897923,-80.123394,600,960,15,19,139,53,cargo
Customer 1678,26.03462,-80.300816,600,960,15,17,171,53,cargo
Customer 1679,28.513278,-81.464153,600,960,15,20,86,53,cargo
Customer 1680,25.770364,-80.195214,360,960,15,11,225,53,cargo
Customer 1681,26.658463,-80.130008,600,960,15,8,251,53,cargo
Customer 1682,26.146533,-80.113974,600,960,15,9,40,53,cargo
Customer 1683,28.333776,-81.67728,600,960,15,18,36,53,cargo
Customer 1684,25.816835,-80.121389,420,960,15,2,102,53,cargo
Customer 1685,25.76284,-80.192659,600,960,15,12,193,53,cargo
